A_market,B_market,corr
BarleDuc,BarleDuc,1
BarleDuc,Bayeux,.81264591
BarleDuc,Bayonne,.70430058
BarleDuc,Beaugency,
BarleDuc,Beaumont,
BarleDuc,Bernay,.95017058
BarleDuc,Billom,
BarleDuc,Blois,.96640515
BarleDuc,Bordeaux,.77131701
BarleDuc,BoulognesurMer,.52565378
BarleDuc,Bourges,.95136684
BarleDuc,Briançon,
BarleDuc,Brioude,
BarleDuc,BrivelaGaillarde,
BarleDuc,BuislesBaronnies,.83892447
BarleDuc,Béziers,
BarleDuc,Caen,
BarleDuc,Cambrai,
BarleDuc,Cany,
BarleDuc,Carcassonne,
BarleDuc,Castelnaudary,.82878309
BarleDuc,Castres,
BarleDuc,ChalonssurMarne,.95941281
BarleDuc,Charleville,.950755
BarleDuc,Chartres,
BarleDuc,ChateauGontier,.90765452
BarleDuc,Chateaudun,.9167226
BarleDuc,Chateauroux,.94406652
BarleDuc,ChaumontenCaux,
BarleDuc,ChaumontenVexin,.93035716
BarleDuc,Cherbourg,
BarleDuc,Clermont,
BarleDuc,Colmar,.91368234
BarleDuc,Cordes,
BarleDuc,Coutances,.37046927
BarleDuc,Die,
BarleDuc,Dieppe,
BarleDuc,Digne,.77131993
BarleDuc,Dole,.89499944
BarleDuc,Douai,.8399123
BarleDuc,Draguignan,.79221952
BarleDuc,Eu,
BarleDuc,Evreaux,
BarleDuc,Foix,
BarleDuc,Fontenay,.8811878
BarleDuc,Gonesse,
BarleDuc,Grenade,
BarleDuc,Grenoble,.83316314
BarleDuc,Guéret,.87297058
BarleDuc,Issoire,.85819805
BarleDuc,Langres,.72914803
BarleDuc,Laval,
BarleDuc,Lavaur,
BarleDuc,LeHavre,
BarleDuc,LeMans,.94702959
BarleDuc,LePuyenVelay,.76453614
BarleDuc,Lille,
BarleDuc,Limoges,.76336658
BarleDuc,Louviers,
BarleDuc,Luneville,.97043884
BarleDuc,Lyon,.91096807
BarleDuc,MagnyenVexin,
BarleDuc,Marans,
BarleDuc,Maringues,
BarleDuc,Marmande,.76263726
BarleDuc,Marseille,.85311919
BarleDuc,Melun,
BarleDuc,Mende,.71940047
BarleDuc,Meulan,
BarleDuc,Montauban,.92091072
BarleDuc,Montbrison,
BarleDuc,Montpellier,.84160465
BarleDuc,Montélimar,
BarleDuc,Mulhouse,.85397094
BarleDuc,Mâcon,.90979326
BarleDuc,Nantes,.89523
BarleDuc,Narbonne,
BarleDuc,Orléans,.97066969
BarleDuc,Pamiers,.83099365
BarleDuc,Paris,.96401513
BarleDuc,Pau,.72555721
BarleDuc,Peyrehorade,.75854409
BarleDuc,Poitiers,.89956659
BarleDuc,PontSaintEsprit,.83139181
BarleDuc,PontlAbbé,.49131218
BarleDuc,Pontoise,
BarleDuc,Puylaurens,.61811662
BarleDuc,Reims,
BarleDuc,Rennes,.84501255
BarleDuc,Revel,
BarleDuc,Riom,
BarleDuc,Romans,
BarleDuc,Rouen,.94297099
BarleDuc,RozayenBrie,.96208197
BarleDuc,Réalmont,
BarleDuc,SaintAffrique,.82907641
BarleDuc,SaintBrieuc,.71797508
BarleDuc,SaintEtienne,.86418676
BarleDuc,SaintLo,
BarleDuc,Soissons,.93045223
BarleDuc,Strasbourg,.90953404
BarleDuc,TarasconsurAriège,
BarleDuc,Toulouse,.83424008
BarleDuc,Treignac,
BarleDuc,Tulle,.86726445
BarleDuc,Valence,
BarleDuc,Valenciennes,
BarleDuc,Vannes,.73432696
BarleDuc,Verfeil,
BarleDuc,VicleComte,
BarleDuc,Vienne,
BarleDuc,VilleneuvedeBerg,
BarleDuc,Vitre,
BarleDuc,Voiron,
Bayeux,Abbeville,.88984942
Bayeux,Aigueperse,.72202885
Bayeux,AixenProvence,.67381328
Bayeux,Albertville,
Bayeux,Albi,.82805514
Bayeux,Angers,.85148507
Bayeux,Angoulême,.67188448
Bayeux,Annecy,
Bayeux,Annonay,.70538801
Bayeux,Arles,.69913781
Bayeux,Arras,.9552775
Bayeux,Aubenas,.76936477
Bayeux,Auzerre,.7587325
Bayeux,Avignon,.79310358
Bayeux,Ayen,.44337311
Bayeux,BarleDuc,.81264591
Bayeux,Bayeux,1
Bayeux,Bayonne,.62322396
Bayeux,Beaugency,
Bayeux,Beaumont,.81194371
Bayeux,Bernay,.84330088
Bayeux,Billom,.51067758
Bayeux,Blois,.83035392
Bayeux,Bordeaux,.83932215
Bayeux,BoulognesurMer,.76432085
Bayeux,Bourges,.82182521
Bayeux,Briançon,
Bayeux,Brioude,.78046471
Bayeux,BrivelaGaillarde,.2440187
Bayeux,BuislesBaronnies,.80744833
Bayeux,Béziers,.65663385
Bayeux,Caen,
Bayeux,Cambrai,
Bayeux,Cany,.86224413
Bayeux,Carcassonne,.68567306
Bayeux,Castelnaudary,.84108651
Bayeux,Castres,.67158931
Bayeux,ChalonssurMarne,.75341326
Bayeux,Charleville,.76249057
Bayeux,Chartres,.82605761
Bayeux,ChateauGontier,.85988975
Bayeux,Chateaudun,.85183477
Bayeux,Chateauroux,.83097082
Bayeux,ChaumontenCaux,.90797836
Bayeux,ChaumontenVexin,.86758786
Bayeux,Cherbourg,
Bayeux,Clermont,
Bayeux,Colmar,.77568948
Bayeux,Cordes,.67070627
Bayeux,Coutances,.81263036
Bayeux,Die,
Bayeux,Dieppe,
Bayeux,Digne,.59862858
Bayeux,Dole,.86882597
Bayeux,Douai,.81005961
Bayeux,Draguignan,.78284878
Bayeux,Eu,.8636626
Bayeux,Evreaux,
Bayeux,Foix,.62684739
Bayeux,Fontenay,.81258065
Bayeux,Gonesse,.89065778
Bayeux,Grenade,.78361362
Bayeux,Grenoble,.85262167
Bayeux,Guéret,.86232853
Bayeux,Issoire,.86104393
Bayeux,Langres,.7859149
Bayeux,Laval,
Bayeux,Lavaur,.73721105
Bayeux,LeHavre,.9289034
Bayeux,LeMans,.87492919
Bayeux,LePuyenVelay,.81952357
Bayeux,Lille,.89913064
Bayeux,Limoges,.80199569
Bayeux,Louviers,
Bayeux,Luneville,.81971657
Bayeux,Lyon,.84390092
Bayeux,MagnyenVexin,.87184858
Bayeux,Marans,
Bayeux,Maringues,.63051766
Bayeux,Marmande,.68831146
Bayeux,Marseille,.8137207
Bayeux,Melun,.82910067
Bayeux,Mende,.66557509
Bayeux,Meulan,.88885063
Bayeux,Montauban,.78173214
Bayeux,Montbrison,
Bayeux,Montpellier,.83498371
Bayeux,Montélimar,
Bayeux,Mulhouse,.76029408
Bayeux,Mâcon,.78997052
Bayeux,Nantes,.87079358
Bayeux,Narbonne,.46951297
Bayeux,Orléans,.89969552
Bayeux,Pamiers,.80125338
Bayeux,Paris,.79242599
Bayeux,Pau,.67104477
Bayeux,Peyrehorade,.69156224
Bayeux,Poitiers,.82681578
Bayeux,PontSaintEsprit,.82565987
Bayeux,PontlAbbé,.67178309
Bayeux,Pontoise,.85050565
Bayeux,Puylaurens,.48768154
Bayeux,Reims,.84880388
Bayeux,Rennes,.91002446
Bayeux,Revel,.56838655
Bayeux,Riom,.82537758
Bayeux,Romans,.73980081
Bayeux,Rouen,.85502642
Bayeux,RozayenBrie,.80759627
Bayeux,Réalmont,.43144879
Bayeux,SaintAffrique,.84930438
Bayeux,SaintBrieuc,.84021544
Bayeux,SaintEtienne,.81185663
Bayeux,SaintLo,
Bayeux,Soissons,.76056093
Bayeux,Strasbourg,.85248798
Bayeux,TarasconsurAriège,.72519964
Bayeux,Toulouse,.85263115
Bayeux,Treignac,.44097227
Bayeux,Tulle,.82786334
Bayeux,Valence,-.21340753
Bayeux,Valenciennes,
Bayeux,Vannes,.8309803
Bayeux,Verfeil,.25503954
Bayeux,VicleComte,.75663173
Bayeux,Vienne,
Bayeux,VilleneuvedeBerg,.74835891
Bayeux,Vitre,
Bayeux,Voiron,
Bayonne,Abbeville,.66971111
Bayonne,Aigueperse,
Bayonne,AixenProvence,
Bayonne,Albertville,
Bayonne,Albi,.62399811
Bayonne,Angers,.57537794
Bayonne,Angoulême,.40910286
Bayonne,Annecy,
Bayonne,Annonay,
Bayonne,Arles,
Bayonne,Arras,.77306569
Bayonne,Aubenas,1
Bayonne,Auzerre,.67159104
Bayonne,Avignon,.63398981
Bayonne,Ayen,
Bayonne,BarleDuc,.70430058
Bayonne,Bayeux,.62322396
Bayonne,Bayonne,1
Bayonne,Beaugency,
Bayonne,Beaumont,
Bayonne,Bernay,.68688428
Bayonne,Billom,
Bayonne,Blois,.65909922
Bayonne,Bordeaux,.51250374
Bayonne,BoulognesurMer,.53941041
Bayonne,Bourges,.76696819
Bayonne,Briançon,
Bayonne,Brioude,
Bayonne,BrivelaGaillarde,
Bayonne,BuislesBaronnies,.66187513
Bayonne,Béziers,
Bayonne,Caen,
Bayonne,Cambrai,
Bayonne,Cany,
Bayonne,Carcassonne,
Bayonne,Castelnaudary,.60784423
Bayonne,Castres,
Bayonne,ChalonssurMarne,.65798515
Bayonne,Charleville,.70115167
Bayonne,Chartres,
Bayonne,ChateauGontier,.55956507
Bayonne,Chateaudun,.6661011
Bayonne,Chateauroux,.74730492
Bayonne,ChaumontenCaux,
Bayonne,ChaumontenVexin,.7431677
Bayonne,Cherbourg,
Bayonne,Clermont,
Bayonne,Colmar,.8187874
Bayonne,Cordes,
Bayonne,Coutances,.50180715
Bayonne,Die,
Bayonne,Dieppe,
Bayonne,Digne,.50746584
Bayonne,Dole,.75625235
Bayonne,Douai,.74110436
Bayonne,Draguignan,.51201844
Bayonne,Eu,
Bayonne,Evreaux,
Bayonne,Foix,
Bayonne,Fontenay,.49720585
Bayonne,Gonesse,
Bayonne,Grenade,
Bayonne,Grenoble,.75125259
Bayonne,Guéret,.7512325
Bayonne,Issoire,.72456348
Bayonne,Langres,.59428763
Bayonne,Laval,
Bayonne,Lavaur,
Bayonne,LeHavre,
Bayonne,LeMans,.64917415
Bayonne,LePuyenVelay,.69094807
Bayonne,Lille,
Bayonne,Limoges,.65654773
Bayonne,Louviers,
Bayonne,Luneville,.78006554
Bayonne,Lyon,.72138423
Bayonne,MagnyenVexin,
Bayonne,Marans,
Bayonne,Maringues,
Bayonne,Marmande,.51008463
Bayonne,Marseille,.66676557
Bayonne,Melun,
Bayonne,Mende,.57398432
Bayonne,Meulan,
Bayonne,Montauban,.81794471
Bayonne,Montbrison,
Bayonne,Montpellier,.73119301
Bayonne,Montélimar,
Bayonne,Mulhouse,.81033111
Bayonne,Mâcon,.74773109
Bayonne,Nantes,.55715132
Bayonne,Narbonne,
Bayonne,Orléans,.7013073
Bayonne,Pamiers,.60887313
Bayonne,Paris,.72524554
Bayonne,Pau,.87979615
Bayonne,Peyrehorade,.82196492
Bayonne,Poitiers,.55550307
Bayonne,PontSaintEsprit,.67709792
Bayonne,PontlAbbé,.269097
Bayonne,Pontoise,
Bayonne,Puylaurens,.34855494
Bayonne,Reims,
Bayonne,Rennes,.49461946
Bayonne,Revel,
Bayonne,Riom,
Bayonne,Romans,
Bayonne,Rouen,.69733
Bayonne,RozayenBrie,.69702619
Bayonne,Réalmont,
Bayonne,SaintAffrique,.65268379
Bayonne,SaintBrieuc,.32227585
Bayonne,SaintEtienne,.63687718
Bayonne,SaintLo,
Bayonne,Soissons,.68496668
Bayonne,Strasbourg,.86434114
Bayonne,TarasconsurAriège,
Bayonne,Toulouse,.71562874
Bayonne,Treignac,
Bayonne,Tulle,.67504287
Bayonne,Valence,
Bayonne,Valenciennes,
Bayonne,Vannes,.47923759
Bayonne,Verfeil,
Bayonne,VicleComte,
Bayonne,Vienne,
Bayonne,VilleneuvedeBerg,
Bayonne,Vitre,
Bayonne,Voiron,
Beaugency,Abbeville,
Beaugency,Aigueperse,
Beaugency,AixenProvence,
Beaugency,Albertville,
Beaugency,Albi,
Beaugency,Angers,
Beaugency,Angoulême,
Beaugency,Annecy,
Beaugency,Annonay,
Beaugency,Arles,
Beaugency,Arras,
Beaugency,Aubenas,
Beaugency,Auzerre,
Beaugency,Avignon,
Beaugency,Ayen,
Beaugency,BarleDuc,
Beaugency,Bayeux,
Beaugency,Bayonne,
Beaugency,Beaugency,
Beaugency,Beaumont,
Beaugency,Bernay,
Beaugency,Billom,
Beaugency,Blois,
Beaugency,Bordeaux,
Beaugency,BoulognesurMer,
Beaugency,Bourges,
Beaugency,Briançon,
Beaugency,Brioude,
Beaugency,BrivelaGaillarde,
Beaugency,BuislesBaronnies,
Beaugency,Béziers,
Beaugency,Caen,
Beaugency,Cambrai,
Beaugency,Cany,
Beaugency,Carcassonne,
Beaugency,Castelnaudary,
Beaugency,Castres,
Beaugency,ChalonssurMarne,
Beaugency,Charleville,
Beaugency,Chartres,
Beaugency,ChateauGontier,
Beaugency,Chateaudun,
Beaugency,Chateauroux,
Beaugency,ChaumontenCaux,
Beaugency,ChaumontenVexin,
Beaugency,Cherbourg,
Beaugency,Clermont,
Beaugency,Colmar,
Beaugency,Cordes,
Beaugency,Coutances,
Beaugency,Die,
Beaugency,Dieppe,
Beaugency,Digne,
Beaugency,Dole,
Beaugency,Douai,
Beaugency,Draguignan,
Beaugency,Eu,
Beaugency,Evreaux,
Beaugency,Foix,
Beaugency,Fontenay,
Beaugency,Gonesse,
Beaugency,Grenade,
Beaugency,Grenoble,
Beaugency,Guéret,
Beaugency,Issoire,
Beaugency,Langres,
Beaugency,Laval,
Beaugency,Lavaur,
Beaugency,LeHavre,
Beaugency,LeMans,
Beaugency,LePuyenVelay,
Beaugency,Lille,
Beaugency,Limoges,
Beaugency,Louviers,
Beaugency,Luneville,
Beaugency,Lyon,
Beaugency,MagnyenVexin,
Beaugency,Marans,
Beaugency,Maringues,
Beaugency,Marmande,
Beaugency,Marseille,
Beaugency,Melun,
Beaugency,Mende,
Beaugency,Meulan,
Beaugency,Montauban,
Beaugency,Montbrison,
Beaugency,Montpellier,
Beaugency,Montélimar,
Beaugency,Mulhouse,
Beaugency,Mâcon,
Beaugency,Nantes,
Beaugency,Narbonne,
Beaugency,Orléans,
Beaugency,Pamiers,
Beaugency,Paris,
Beaugency,Pau,
Beaugency,Peyrehorade,
Beaugency,Poitiers,
Beaugency,PontSaintEsprit,
Beaugency,PontlAbbé,
Beaugency,Pontoise,
Beaugency,Puylaurens,
Beaugency,Reims,
Beaugency,Rennes,
Beaugency,Revel,
Beaugency,Riom,
Beaugency,Romans,
Beaugency,Rouen,
Beaugency,RozayenBrie,
Beaugency,Réalmont,
Beaugency,SaintAffrique,
Beaugency,SaintBrieuc,
Beaugency,SaintEtienne,
Beaugency,SaintLo,
Beaugency,Soissons,
Beaugency,Strasbourg,
Beaugency,TarasconsurAriège,
Beaugency,Toulouse,
Beaugency,Treignac,
Beaugency,Tulle,
Beaugency,Valence,
Beaugency,Valenciennes,
Beaugency,Vannes,
Beaugency,Verfeil,
Beaugency,VicleComte,
Beaugency,Vienne,
Beaugency,VilleneuvedeBerg,
Beaugency,Vitre,
Beaugency,Voiron,
Beaumont,Abbeville,.87449646
Beaumont,Aigueperse,.66551256
Beaumont,AixenProvence,.25736311
Beaumont,Albertville,
Beaumont,Albi,.85076791
Beaumont,Angers,.66569424
Beaumont,Angoulême,
Beaumont,Annecy,
Beaumont,Annonay,.51422048
Beaumont,Arles,.36868033
Beaumont,Arras,
Beaumont,Aubenas,.45838648
Beaumont,Auzerre,
Beaumont,Avignon,.25736311
Beaumont,Ayen,.50570405
Beaumont,BarleDuc,
Beaumont,Bayeux,.81194371
Beaumont,Bayonne,
Beaumont,Beaugency,
Beaumont,Beaumont,1
Beaumont,Bernay,
Beaumont,Billom,.74831009
Beaumont,Blois,
Beaumont,Bordeaux,.64424855
Beaumont,BoulognesurMer,.70755953
Beaumont,Bourges,
Beaumont,Briançon,
Beaumont,Brioude,.62439352
Beaumont,BrivelaGaillarde,
Beaumont,BuislesBaronnies,.31121901
Beaumont,Béziers,.37227067
Beaumont,Caen,
Beaumont,Cambrai,
Beaumont,Cany,
Beaumont,Carcassonne,.329348
Beaumont,Castelnaudary,.46035117
Beaumont,Castres,.68824947
Beaumont,ChalonssurMarne,
Beaumont,Charleville,
Beaumont,Chartres,.85688984
Beaumont,ChateauGontier,.74567628
Beaumont,Chateaudun,.63574541
Beaumont,Chateauroux,
Beaumont,ChaumontenCaux,.98214012
Beaumont,ChaumontenVexin,.97860521
Beaumont,Cherbourg,
Beaumont,Clermont,
Beaumont,Colmar,
Beaumont,Cordes,.50296348
Beaumont,Coutances,.78731555
Beaumont,Die,
Beaumont,Dieppe,
Beaumont,Digne,
Beaumont,Dole,.53953445
Beaumont,Douai,.88691467
Beaumont,Draguignan,.22650838
Beaumont,Eu,.96791965
Beaumont,Evreaux,
Beaumont,Foix,.16202034
Beaumont,Fontenay,.47558892
Beaumont,Gonesse,.6011706
Beaumont,Grenade,.51016521
Beaumont,Grenoble,.4931542
Beaumont,Guéret,.77678287
Beaumont,Issoire,.63617462
Beaumont,Langres,.18587752
Beaumont,Laval,
Beaumont,Lavaur,.44455886
Beaumont,LeHavre,-1
Beaumont,LeMans,
Beaumont,LePuyenVelay,.50502062
Beaumont,Lille,.88105655
Beaumont,Limoges,.66878086
Beaumont,Louviers,
Beaumont,Luneville,
Beaumont,Lyon,.47225189
Beaumont,MagnyenVexin,.96537232
Beaumont,Marans,
Beaumont,Maringues,.64332205
Beaumont,Marmande,
Beaumont,Marseille,.35868689
Beaumont,Melun,.95020843
Beaumont,Mende,
Beaumont,Meulan,.98202693
Beaumont,Montauban,.5958941
Beaumont,Montbrison,
Beaumont,Montpellier,.35118097
Beaumont,Montélimar,
Beaumont,Mulhouse,
Beaumont,Mâcon,
Beaumont,Nantes,
Beaumont,Narbonne,.45528299
Beaumont,Orléans,.86037523
Beaumont,Pamiers,.3739574
Beaumont,Paris,.93204832
Beaumont,Pau,
Beaumont,Peyrehorade,
Beaumont,Poitiers,.58454961
Beaumont,PontSaintEsprit,.38317767
Beaumont,PontlAbbé,
Beaumont,Pontoise,.99236274
Beaumont,Puylaurens,.44404486
Beaumont,Reims,.95265698
Beaumont,Rennes,.71350205
Beaumont,Revel,.28900182
Beaumont,Riom,.76582092
Beaumont,Romans,.37632406
Beaumont,Rouen,.84263784
Beaumont,RozayenBrie,.95004064
Beaumont,Réalmont,-.020602655
Beaumont,SaintAffrique,.49781817
Beaumont,SaintBrieuc,.61214608
Beaumont,SaintEtienne,.50420785
Beaumont,SaintLo,
Beaumont,Soissons,
Beaumont,Strasbourg,.14217786
Beaumont,TarasconsurAriège,.39188647
Beaumont,Toulouse,.46857157
Beaumont,Treignac,.50511599
Beaumont,Tulle,.71214944
Beaumont,Valence,.061402895
Beaumont,Valenciennes,
Beaumont,Vannes,
Beaumont,Verfeil,.95260322
Beaumont,VicleComte,.49323651
Beaumont,Vienne,
Beaumont,VilleneuvedeBerg,.41199377
Beaumont,Vitre,
Beaumont,Voiron,
Bernay,Abbeville,.97230208
Bernay,Aigueperse,
Bernay,AixenProvence,
Bernay,Albertville,
Bernay,Albi,.77124739
Bernay,Angers,.83012694
Bernay,Angoulême,.64151043
Bernay,Annecy,
Bernay,Annonay,
Bernay,Arles,
Bernay,Arras,.95281649
Bernay,Aubenas,1
Bernay,Auzerre,.9243843
Bernay,Avignon,.75839275
Bernay,Ayen,
Bernay,BarleDuc,.95017058
Bernay,Bayeux,.84330088
Bernay,Bayonne,.68688428
Bernay,Beaugency,
Bernay,Beaumont,
Bernay,Bernay,1
Bernay,Billom,
Bernay,Blois,.93580085
Bernay,Bordeaux,.69832516
Bernay,BoulognesurMer,.58203399
Bernay,Bourges,.8962577
Bernay,Briançon,
Bernay,Brioude,
Bernay,BrivelaGaillarde,
Bernay,BuislesBaronnies,.74801052
Bernay,Béziers,
Bernay,Caen,
Bernay,Cambrai,
Bernay,Cany,
Bernay,Carcassonne,
Bernay,Castelnaudary,.76607895
Bernay,Castres,
Bernay,ChalonssurMarne,.94590533
Bernay,Charleville,.95885295
Bernay,Chartres,
Bernay,ChateauGontier,.81084895
Bernay,Chateaudun,.90788621
Bernay,Chateauroux,.90773934
Bernay,ChaumontenCaux,
Bernay,ChaumontenVexin,.98004854
Bernay,Cherbourg,
Bernay,Clermont,
Bernay,Colmar,.8665995
Bernay,Cordes,
Bernay,Coutances,.24415006
Bernay,Die,
Bernay,Dieppe,
Bernay,Digne,.66795158
Bernay,Dole,.81864923
Bernay,Douai,.90682817
Bernay,Draguignan,.66048342
Bernay,Eu,
Bernay,Evreaux,
Bernay,Foix,
Bernay,Fontenay,.76996416
Bernay,Gonesse,
Bernay,Grenade,
Bernay,Grenoble,.74377048
Bernay,Guéret,.83421421
Bernay,Issoire,.77480352
Bernay,Langres,.6564635
Bernay,Laval,
Bernay,Lavaur,
Bernay,LeHavre,
Bernay,LeMans,.9038319
Bernay,LePuyenVelay,.69571286
Bernay,Lille,
Bernay,Limoges,.70294619
Bernay,Louviers,
Bernay,Luneville,.91374075
Bernay,Lyon,.82681793
Bernay,MagnyenVexin,
Bernay,Marans,
Bernay,Maringues,
Bernay,Marmande,.68625617
Bernay,Marseille,.76242417
Bernay,Melun,
Bernay,Mende,.62696511
Bernay,Meulan,
Bernay,Montauban,.85393149
Bernay,Montbrison,
Bernay,Montpellier,.80516529
Bernay,Montélimar,
Bernay,Mulhouse,.84748417
Bernay,Mâcon,.84021467
Bernay,Nantes,.82935882
Bernay,Narbonne,
Bernay,Orléans,.95816725
Bernay,Pamiers,.76075381
Bernay,Paris,.96764559
Bernay,Pau,.73710442
Bernay,Peyrehorade,.74640858
Bernay,Poitiers,.81816238
Bernay,PontSaintEsprit,.75149637
Bernay,PontlAbbé,.4938207
Bernay,Pontoise,
Bernay,Puylaurens,.51274198
Bernay,Reims,
Bernay,Rennes,.75240123
Bernay,Revel,
Bernay,Riom,
Bernay,Romans,
Bernay,Rouen,.99034995
Bernay,RozayenBrie,.96742803
Bernay,Réalmont,
Bernay,SaintAffrique,.7376253
Bernay,SaintBrieuc,.58998054
Bernay,SaintEtienne,.78467381
Bernay,SaintLo,
Bernay,Soissons,.96858078
Bernay,Strasbourg,.90272701
Bernay,TarasconsurAriège,
Bernay,Toulouse,.78912061
Bernay,Treignac,
Bernay,Tulle,.7965914
Bernay,Valence,
Bernay,Valenciennes,
Bernay,Vannes,.71831805
Bernay,Verfeil,
Bernay,VicleComte,
Bernay,Vienne,
Bernay,VilleneuvedeBerg,
Bernay,Vitre,
Bernay,Voiron,
Billom,Abbeville,.53415346
Billom,Aigueperse,.97088367
Billom,AixenProvence,.25430596
Billom,Albertville,
Billom,Albi,.52893555
Billom,Angers,.66500378
Billom,Angoulême,
Billom,Annecy,
Billom,Annonay,.61807364
Billom,Arles,.39098877
Billom,Arras,
Billom,Aubenas,.54293263
Billom,Auzerre,
Billom,Avignon,.25430596
Billom,Ayen,.64105767
Billom,BarleDuc,
Billom,Bayeux,.51067758
Billom,Bayonne,
Billom,Beaugency,
Billom,Beaumont,.74831009
Billom,Bernay,
Billom,Billom,1
Billom,Blois,
Billom,Bordeaux,.69816697
Billom,BoulognesurMer,.87893337
Billom,Bourges,
Billom,Briançon,
Billom,Brioude,.80498558
Billom,BrivelaGaillarde,
Billom,BuislesBaronnies,.15192594
Billom,Béziers,.54021484
Billom,Caen,
Billom,Cambrai,
Billom,Cany,
Billom,Carcassonne,.39036241
Billom,Castelnaudary,.50819987
Billom,Castres,.92475325
Billom,ChalonssurMarne,
Billom,Charleville,
Billom,Chartres,.81620574
Billom,ChateauGontier,.66342908
Billom,Chateaudun,.3247847
Billom,Chateauroux,
Billom,ChaumontenCaux,.69878781
Billom,ChaumontenVexin,.71997666
Billom,Cherbourg,
Billom,Clermont,
Billom,Colmar,
Billom,Cordes,.45637438
Billom,Coutances,.65446287
Billom,Die,
Billom,Dieppe,
Billom,Digne,
Billom,Dole,.65161622
Billom,Douai,.86936259
Billom,Draguignan,.090504616
Billom,Eu,.61250389
Billom,Evreaux,
Billom,Foix,.4178893
Billom,Fontenay,.68330216
Billom,Gonesse,
Billom,Grenade,.46857023
Billom,Grenoble,.61010534
Billom,Guéret,.57870406
Billom,Issoire,.96298629
Billom,Langres,.50828761
Billom,Laval,
Billom,Lavaur,.53135973
Billom,LeHavre,
Billom,LeMans,
Billom,LePuyenVelay,.69199538
Billom,Lille,.69148248
Billom,Limoges,.59173197
Billom,Louviers,
Billom,Luneville,
Billom,Lyon,.66667902
Billom,MagnyenVexin,.65297502
Billom,Marans,
Billom,Maringues,.93420881
Billom,Marmande,
Billom,Marseille,.56176722
Billom,Melun,.50787109
Billom,Mende,
Billom,Meulan,.74282312
Billom,Montauban,.53729004
Billom,Montbrison,
Billom,Montpellier,.63298988
Billom,Montélimar,
Billom,Mulhouse,
Billom,Mâcon,
Billom,Nantes,
Billom,Narbonne,
Billom,Orléans,.47023618
Billom,Pamiers,.47054324
Billom,Paris,.54629463
Billom,Pau,
Billom,Peyrehorade,
Billom,Poitiers,.55240655
Billom,PontSaintEsprit,.23291284
Billom,PontlAbbé,
Billom,Pontoise,.79527396
Billom,Puylaurens,
Billom,Reims,.38925546
Billom,Rennes,.63488507
Billom,Revel,.43329698
Billom,Riom,.98162788
Billom,Romans,.50887823
Billom,Rouen,.83248973
Billom,RozayenBrie,.57349694
Billom,Réalmont,
Billom,SaintAffrique,.56636244
Billom,SaintBrieuc,.70037425
Billom,SaintEtienne,.72973645
Billom,SaintLo,
Billom,Soissons,
Billom,Strasbourg,-.095387757
Billom,TarasconsurAriège,.49565217
Billom,Toulouse,.50534385
Billom,Treignac,.6399793
Billom,Tulle,.75166041
Billom,Valence,.34055918
Billom,Valenciennes,
Billom,Vannes,
Billom,Verfeil,
Billom,VicleComte,.71164799
Billom,Vienne,
Billom,VilleneuvedeBerg,.38438669
Billom,Vitre,
Billom,Voiron,
Blois,Abbeville,.91204584
Blois,Aigueperse,
Blois,AixenProvence,
Blois,Albertville,
Blois,Albi,.86057866
Blois,Angers,.93848342
Blois,Angoulême,.75778705
Blois,Annecy,
Blois,Annonay,
Blois,Arles,
Blois,Arras,.9410997
Blois,Aubenas,1
Blois,Auzerre,.94900161
Blois,Avignon,.86954772
Blois,Ayen,
Blois,BarleDuc,.96640515
Blois,Bayeux,.83035392
Blois,Bayonne,.65909922
Blois,Beaugency,
Blois,Beaumont,
Blois,Bernay,.93580085
Blois,Billom,
Blois,Blois,1
Blois,Bordeaux,.78105587
Blois,BoulognesurMer,.577124
Blois,Bourges,.94170392
Blois,Briançon,
Blois,Brioude,
Blois,BrivelaGaillarde,
Blois,BuislesBaronnies,.84854519
Blois,Béziers,
Blois,Caen,
Blois,Cambrai,
Blois,Cany,
Blois,Carcassonne,
Blois,Castelnaudary,.85084814
Blois,Castres,
Blois,ChalonssurMarne,.93623203
Blois,Charleville,.9051528
Blois,Chartres,
Blois,ChateauGontier,.9164905
Blois,Chateaudun,.93803233
Blois,Chateauroux,.9520241
Blois,ChaumontenCaux,
Blois,ChaumontenVexin,.92889726
Blois,Cherbourg,
Blois,Clermont,
Blois,Colmar,.92048144
Blois,Cordes,
Blois,Coutances,.33713683
Blois,Die,
Blois,Dieppe,
Blois,Digne,.78829128
Blois,Dole,.88697296
Blois,Douai,.81413943
Blois,Draguignan,.78668171
Blois,Eu,
Blois,Evreaux,
Blois,Foix,
Blois,Fontenay,.8676244
Blois,Gonesse,
Blois,Grenade,
Blois,Grenoble,.83093667
Blois,Guéret,.86545944
Blois,Issoire,.81252074
Blois,Langres,.68002927
Blois,Laval,
Blois,Lavaur,
Blois,LeHavre,
Blois,LeMans,.97699612
Blois,LePuyenVelay,.72885495
Blois,Lille,
Blois,Limoges,.6771608
Blois,Louviers,
Blois,Luneville,.9397952
Blois,Lyon,.92065179
Blois,MagnyenVexin,
Blois,Marans,
Blois,Maringues,
Blois,Marmande,.77441949
Blois,Marseille,.85535276
Blois,Melun,
Blois,Mende,.72557938
Blois,Meulan,
