year,direction_ferme,value,kind,peace_reg_memory,peace_reg
1725,Bordeaux,13578870.237026757,total_no_colonial_trade,,
1726,Bordeaux,7688972.489153174,total_no_colonial_trade,,
1727,Bordeaux,,total_no_colonial_trade,,
1728,Bordeaux,8719142.964599079,total_no_colonial_trade,,
1729,Bordeaux,5798245.3797087,total_no_colonial_trade,,
1730,Bordeaux,12624195.655125672,total_no_colonial_trade,,
1731,Bordeaux,8162798.32333452,total_no_colonial_trade,,
1732,Bordeaux,9726859.326032627,total_no_colonial_trade,,
1733,Bordeaux,6854555.4122879,total_no_colonial_trade,,
1734,Bordeaux,6806751.1585436035,total_no_colonial_trade,,
1735,Bordeaux,9203608.419546468,total_no_colonial_trade,,
1736,Bordeaux,7195316.601644601,total_no_colonial_trade,,
1737,Bordeaux,10582303.088395948,total_no_colonial_trade,,
1738,Bordeaux,8857593.946185678,total_no_colonial_trade,,
1739,Bordeaux,7804627.293446781,total_no_colonial_trade,,
1740,Bordeaux,6814368.990277499,total_no_colonial_trade,,
1741,Bordeaux,,total_no_colonial_trade,,
1742,Bordeaux,13994372.040238822,total_no_colonial_trade,,
1743,Bordeaux,16038198.739381852,total_no_colonial_trade,,
1744,Bordeaux,10617157.886147797,total_no_colonial_trade,9263941.939497363,9263941.939497363
1745,Bordeaux,8627111.452949341,total_no_colonial_trade,9242075.26106777,9242075.26106777
1746,Bordeaux,10446944.025855407,total_no_colonial_trade,9220260.196910879,9220260.196910879
1747,Bordeaux,8616353.575038956,total_no_colonial_trade,9198496.625195967,9198496.625195967
1748,Bordeaux,15102973.890862776,total_no_colonial_trade,9176784.424379889,9176784.424379889
1749,Bordeaux,18266356.929382782,total_no_colonial_trade,,
1750,Bordeaux,13315892.584279997,total_no_colonial_trade,,
1751,Bordeaux,26849151.44184756,total_no_colonial_trade,,
1752,Bordeaux,26708037.430537343,total_no_colonial_trade,,
1753,Bordeaux,15113547.163444798,total_no_colonial_trade,,
1754,Bordeaux,14039651.849969631,total_no_colonial_trade,,
1755,Bordeaux,13715763.562669301,total_no_colonial_trade,,
1756,Bordeaux,9118752.564398909,total_no_colonial_trade,16156845.2261581,14495582.00514549
1757,Bordeaux,9770474.583932959,total_no_colonial_trade,16475331.164440615,13823961.575908313
1758,Bordeaux,8346756.944408504,total_no_colonial_trade,16800095.141007457,13183459.179793822
1759,Bordeaux,13787801.04483759,total_no_colonial_trade,17131260.909406144,12572633.032211687
1760,Bordeaux,11609573.402116718,total_no_colonial_trade,17468954.662631147,11990108.150441632
1761,Bordeaux,14499778.648908837,total_no_colonial_trade,17813305.081210095,11434573.258517921
1762,Bordeaux,6058120.5331324935,total_no_colonial_trade,18164443.382239114,10904777.835518971
1763,Bordeaux,10519481.571252503,total_no_colonial_trade,18522503.369383637,10399529.300618645
1764,Bordeaux,,total_no_colonial_trade,,
1765,Bordeaux,10730445.433618477,total_no_colonial_trade,,
1766,Bordeaux,16176883.27914538,total_no_colonial_trade,,
1767,Bordeaux,6769393.804244387,total_no_colonial_trade,,
1768,Bordeaux,8492462.995171834,total_no_colonial_trade,,
1769,Bordeaux,16861498.370763928,total_no_colonial_trade,,
1770,Bordeaux,66916100.588454366,total_no_colonial_trade,,
1771,Bordeaux,,total_no_colonial_trade,,
1772,Bordeaux,22994287.54647125,total_no_colonial_trade,,
1773,Bordeaux,51819951.16812219,total_no_colonial_trade,,
1774,Bordeaux,35272226.88367971,total_no_colonial_trade,,
1775,Bordeaux,24928661.739739727,total_no_colonial_trade,,
1776,Bordeaux,27439217.129309606,total_no_colonial_trade,23778502.70638208,48647507.895752415
1777,Bordeaux,36852013.61007379,total_no_colonial_trade,24253234.30400556,56148294.6041229
1778,Bordeaux,26129085.039341416,total_no_colonial_trade,24737443.794016335,64805601.01264167
1779,Bordeaux,,total_no_colonial_trade,25231320.400061104,74797746.79213855
1780,Bordeaux,,total_no_colonial_trade,25735057.12358745,86330546.09106256
1781,Bordeaux,,total_no_colonial_trade,26248850.8192659,99641546.81146632
1782,Bordeaux,,total_no_colonial_trade,26772902.27191964,115004923.52392848
1783,Bordeaux,,total_no_colonial_trade,27307416.274988234,132737124.80367686
1784,Bordeaux,,total_no_colonial_trade,,
1785,Bordeaux,,total_no_colonial_trade,,
1786,Bordeaux,,total_no_colonial_trade,,
1787,Bordeaux,,total_no_colonial_trade,,
1788,Bordeaux,,total_no_colonial_trade,,
1789,Bordeaux,68508988.71849193,total_no_colonial_trade,,
1716,Bordeaux,,imports_no_colonial_product,,
1717,Bordeaux,,imports_no_colonial_product,,
1718,Bordeaux,,imports_no_colonial_product,,
1719,Bordeaux,5284174.298293285,imports_no_colonial_product,,
1720,Bordeaux,5834267.196152639,imports_no_colonial_product,,
1721,Bordeaux,5178402.751497555,imports_no_colonial_product,,
1722,Bordeaux,,imports_no_colonial_product,,
1723,Bordeaux,8683675.7959544,imports_no_colonial_product,,
1724,Bordeaux,13674238.16615076,imports_no_colonial_product,,
1725,Bordeaux,7494897.368050903,imports_no_colonial_product,,
1726,Bordeaux,4922160.495922137,imports_no_colonial_product,,
1727,Bordeaux,,imports_no_colonial_product,,
1728,Bordeaux,5531695.731526789,imports_no_colonial_product,,
1729,Bordeaux,3896480.00479375,imports_no_colonial_product,,
1730,Bordeaux,7229107.777070385,imports_no_colonial_product,,
1731,Bordeaux,5180304.633329759,imports_no_colonial_product,,
1732,Bordeaux,6452238.664231367,imports_no_colonial_product,,
1733,Bordeaux,4937575.7056099,imports_no_colonial_product,,
1734,Bordeaux,5196287.328488803,imports_no_colonial_product,,
1735,Bordeaux,4601804.209773234,imports_no_colonial_product,,
1736,Bordeaux,5888346.047759725,imports_no_colonial_product,,
1737,Bordeaux,7763496.5437926,imports_no_colonial_product,,
1738,Bordeaux,8175983.223092841,imports_no_colonial_product,,
1739,Bordeaux,6297571.144160391,imports_no_colonial_product,,
1740,Bordeaux,7509973.244910998,imports_no_colonial_product,,
1741,Bordeaux,9129363.116353719,imports_no_colonial_product,,
1742,Bordeaux,10343686.270788386,imports_no_colonial_product,,
1743,Bordeaux,11291055.367959525,imports_no_colonial_product,,
1744,Bordeaux,7749348.642382153,imports_no_colonial_product,7827625.1799753485,7827625.1799753485
1745,Bordeaux,7023151.476213921,imports_no_colonial_product,7931965.942627843,7931965.942627843
1746,Bordeaux,6600125.512250955,imports_no_colonial_product,8037697.547905119,8037697.547905119
1747,Bordeaux,7251971.785057778,imports_no_colonial_product,8144838.53547616,8144838.53547616
1748,Bordeaux,8336408.944307788,imports_no_colonial_product,8253407.692140342,8253407.692140342
1749,Bordeaux,14754875.312067341,imports_no_colonial_product,,
1750,Bordeaux,10678968.204940002,imports_no_colonial_product,,
1751,Bordeaux,16425674.82652786,imports_no_colonial_product,,
1752,Bordeaux,16084385.291098023,imports_no_colonial_product,,
1753,Bordeaux,11037228.183258358,imports_no_colonial_product,,
1754,Bordeaux,11602374.678187165,imports_no_colonial_product,,
1755,Bordeaux,9987974.531700868,imports_no_colonial_product,,
1756,Bordeaux,6322150.323772414,imports_no_colonial_product,12552407.213388162,10393300.854109418
1757,Bordeaux,6699487.901823809,imports_no_colonial_product,12866202.1765454,9885608.666920975
1758,Bordeaux,4269072.852204252,imports_no_colonial_product,13187841.63337058,9402716.238783948
1759,Bordeaux,7178133.522430795,imports_no_colonial_product,13517521.686695492,8943412.150526652
1760,Bordeaux,6461837.951410677,imports_no_colonial_product,13855443.34168527,8506544.158407161
1761,Bordeaux,9022853.974535158,imports_no_colonial_product,14201812.628390223,8091016.303511165
1762,Bordeaux,5192312.342161528,imports_no_colonial_product,14556840.727362126,7695786.162349344
1763,Bordeaux,9599851.23902209,imports_no_colonial_product,14920744.098410858,7319862.231757759
1764,Bordeaux,,imports_no_colonial_product,,
1765,Bordeaux,9094070.143309936,imports_no_colonial_product,,
1766,Bordeaux,13881372.391643638,imports_no_colonial_product,,
1767,Bordeaux,7100075.402736494,imports_no_colonial_product,,
1768,Bordeaux,7466132.997967317,imports_no_colonial_product,,
1769,Bordeaux,17319323.935682368,imports_no_colonial_product,,
1770,Bordeaux,46825406.99482773,imports_no_colonial_product,,
1771,Bordeaux,53203407.53370418,imports_no_colonial_product,,
1772,Bordeaux,30532458.267706465,imports_no_colonial_product,,
1773,Bordeaux,36732577.483376175,imports_no_colonial_product,,
1774,Bordeaux,22579105.591838352,imports_no_colonial_product,,
1775,Bordeaux,13987543.970443632,imports_no_colonial_product,,
1776,Bordeaux,15691429.014617555,imports_no_colonial_product,22221178.66610454,38090904.641864076
1777,Bordeaux,21552870.305040076,imports_no_colonial_product,22822831.482856046,42857059.46725968
1778,Bordeaux,17200016.706055395,imports_no_colonial_product,23440774.439628668,48219583.21676385
1779,Bordeaux,,imports_no_colonial_product,24075448.602523353,54253097.02768285
1780,Bordeaux,18009549.7860847,imports_no_colonial_product,24727306.979791135,61041559.06664655
1781,Bordeaux,,imports_no_colonial_product,25396814.8451756,68679432.83285116
1782,Bordeaux,,imports_no_colonial_product,26084450.07000858,77273001.64617793
1783,Bordeaux,,imports_no_colonial_product,26790703.464297403,86941847.6116755
1784,Bordeaux,,imports_no_colonial_product,,
1785,Bordeaux,,imports_no_colonial_product,,
1786,Bordeaux,,imports_no_colonial_product,,
1787,Bordeaux,,imports_no_colonial_product,,
1788,Bordeaux,,imports_no_colonial_product,,
1789,Bordeaux,44592478.35924597,imports_no_colonial_product,,
1716,Bordeaux,,exports_no_colonial_product,,
1717,Bordeaux,,exports_no_colonial_product,,
1718,Bordeaux,13192877.506372306,exports_no_colonial_product,,
1719,Bordeaux,,exports_no_colonial_product,,
1720,Bordeaux,13493692.017057963,exports_no_colonial_product,,
1721,Bordeaux,13886958.095783666,exports_no_colonial_product,,
1722,Bordeaux,,exports_no_colonial_product,,
1723,Bordeaux,24976398.264714856,exports_no_colonial_product,,
1724,Bordeaux,19700828.2601463,exports_no_colonial_product,,
1725,Bordeaux,17858688.33139767,exports_no_colonial_product,,
1726,Bordeaux,11866138.625931999,exports_no_colonial_product,,
1727,Bordeaux,,exports_no_colonial_product,,
1728,Bordeaux,11559442.72108194,exports_no_colonial_product,,
1729,Bordeaux,10151264.927229837,exports_no_colonial_product,,
1730,Bordeaux,9985544.205230126,exports_no_colonial_product,,
1731,Bordeaux,3198731.648465251,exports_no_colonial_product,,
1732,Bordeaux,7910794.610078929,exports_no_colonial_product,,
1733,Bordeaux,8251367.994876399,exports_no_colonial_product,,
1734,Bordeaux,13214448.453195,exports_no_colonial_product,,
1735,Bordeaux,8866063.706039172,exports_no_colonial_product,,
1736,Bordeaux,11125306.9940343,exports_no_colonial_product,,
1737,Bordeaux,11251758.4488618,exports_no_colonial_product,,
1738,Bordeaux,15725868.815184478,exports_no_colonial_product,,
1739,Bordeaux,13186955.951419424,exports_no_colonial_product,,
1740,Bordeaux,13658717.750539627,exports_no_colonial_product,,
1741,Bordeaux,,exports_no_colonial_product,,
1742,Bordeaux,24607838.334456794,exports_no_colonial_product,,
1743,Bordeaux,27872246.384769306,exports_no_colonial_product,,
1744,Bordeaux,18018990.5556742,exports_no_colonial_product,13231679.12791025,13231679.12791025
1745,Bordeaux,14634493.5229638,exports_no_colonial_product,13276920.383806469,13276920.383806469
1746,Bordeaux,16887784.83682747,exports_no_colonial_product,13322316.326890554,13322316.326890554
1747,Bordeaux,9756932.691840757,exports_no_colonial_product,13367867.486063126,13367867.486063126
1748,Bordeaux,11652238.277243672,exports_no_colonial_product,13413574.39203306,13413574.39203306
1749,Bordeaux,24462142.93271085,exports_no_colonial_product,,
1750,Bordeaux,21682021.208949998,exports_no_colonial_product,,
1751,Bordeaux,20247255.363431558,exports_no_colonial_product,,
1752,Bordeaux,41101287.94753886,exports_no_colonial_product,,
1753,Bordeaux,66765925.36391432,exports_no_colonial_product,,
1754,Bordeaux,54707795.6811485,exports_no_colonial_product,,
1755,Bordeaux,24942205.13989,exports_no_colonial_product,,
1756,Bordeaux,18395503.56781245,exports_no_colonial_product,30257670.754985254,50979406.8820625
1757,Bordeaux,23061314.435102563,exports_no_colonial_product,31251621.000753563,56952988.282906964
1758,Bordeaux,26252347.20203956,exports_no_colonial_product,32278222.04436602,63626532.216367275
1759,Bordeaux,23309689.743685678,exports_no_colonial_product,33338546.44916759,71082057.7450794
1760,Bordeaux,22645241.08403962,exports_no_colonial_product,34433702.0117037,79411194.62699646
1761,Bordeaux,19453483.720145334,exports_no_colonial_product,35564832.91911522,88716309.46169995
1762,Bordeaux,23133255.88273967,exports_no_colonial_product,36733120.94455218,99111763.79442379
1763,Bordeaux,19938938.379063264,exports_no_colonial_product,37939786.68185647,110725319.64015524
1764,Bordeaux,33894679.10345651,exports_no_colonial_product,,
1765,Bordeaux,37034324.589258656,exports_no_colonial_product,,
1766,Bordeaux,34077098.09207017,exports_no_colonial_product,,
1767,Bordeaux,34353574.660248905,exports_no_colonial_product,,
1768,Bordeaux,27785593.49276412,exports_no_colonial_product,,
1769,Bordeaux,30998955.206801634,exports_no_colonial_product,,
1770,Bordeaux,45548856.9583353,exports_no_colonial_product,,
1771,Bordeaux,,exports_no_colonial_product,,
1772,Bordeaux,36543902.89308158,exports_no_colonial_product,,
1773,Bordeaux,29798291.487653375,exports_no_colonial_product,,
1774,Bordeaux,24981273.65786644,exports_no_colonial_product,,
1775,Bordeaux,25619045.32110784,exports_no_colonial_product,,
1776,Bordeaux,29511753.204308536,exports_no_colonial_product,40304044.27955053,27776869.31525236
1777,Bordeaux,37504939.87285009,exports_no_colonial_product,41278487.81219974,27150171.6412217
1778,Bordeaux,26956861.87329883,exports_no_colonial_product,42276490.77208003,26537613.42870425
1779,Bordeaux,,exports_no_colonial_product,43298622.7628604,25938875.665231332
1780,Bordeaux,,exports_no_colonial_product,44345467.159696646,25353646.535847593
1781,Bordeaux,,exports_no_colonial_product,45417621.44218883,24781621.260721225
1782,Bordeaux,,exports_no_colonial_product,46515697.53538889,24222501.936418004
1783,Bordeaux,,exports_no_colonial_product,47640322.15905323,23675997.380758226
1784,Bordeaux,,exports_no_colonial_product,,
1785,Bordeaux,,exports_no_colonial_product,,
1786,Bordeaux,,exports_no_colonial_product,,
1787,Bordeaux,,exports_no_colonial_product,,
1788,Bordeaux,,exports_no_colonial_product,,
1789,Bordeaux,64630372.37679904,exports_no_colonial_product,,
1716,Bordeaux,,imports_no_colonial_trade,,
1717,Bordeaux,,imports_no_colonial_trade,,
1718,Bordeaux,,imports_no_colonial_trade,,
1719,Bordeaux,4356462.638670277,imports_no_colonial_trade,,
1720,Bordeaux,3401174.696062378,imports_no_colonial_trade,,
1721,Bordeaux,4216936.451319055,imports_no_colonial_trade,,
1722,Bordeaux,,imports_no_colonial_trade,,
1723,Bordeaux,7002934.2957469,imports_no_colonial_trade,,
1724,Bordeaux,12567533.76610794,imports_no_colonial_trade,,
1725,Bordeaux,6789435.118513378,imports_no_colonial_trade,,
1726,Bordeaux,3844486.244576587,imports_no_colonial_trade,,
1727,Bordeaux,,imports_no_colonial_trade,,
1728,Bordeaux,4359571.482299539,imports_no_colonial_trade,,
1729,Bordeaux,2899122.68985435,imports_no_colonial_trade,,
1730,Bordeaux,6312097.827562836,imports_no_colonial_trade,,
1731,Bordeaux,4081399.16166726,imports_no_colonial_trade,,
1732,Bordeaux,4863429.663016314,imports_no_colonial_trade,,
1733,Bordeaux,3427277.70614395,imports_no_colonial_trade,,
1734,Bordeaux,3403375.5792718017,imports_no_colonial_trade,,
1735,Bordeaux,4601804.209773234,imports_no_colonial_trade,,
1736,Bordeaux,3597658.3008223004,imports_no_colonial_trade,,
1737,Bordeaux,5291151.544197974,imports_no_colonial_trade,,
1738,Bordeaux,4428796.973092839,imports_no_colonial_trade,,
1739,Bordeaux,3902313.6467233906,imports_no_colonial_trade,,
1740,Bordeaux,3407184.4951387495,imports_no_colonial_trade,,
1741,Bordeaux,5567610.617730667,imports_no_colonial_trade,,
1742,Bordeaux,6997186.020119411,imports_no_colonial_trade,,
1743,Bordeaux,8019099.369690926,imports_no_colonial_trade,,
1744,Bordeaux,5308578.943073899,imports_no_colonial_trade,4799586.207828626,4799586.207828626
1745,Bordeaux,4313555.726474671,imports_no_colonial_trade,4801016.562354317,4801016.562354317
1746,Bordeaux,5223472.012927704,imports_no_colonial_trade,4802447.343148845,4802447.343148845
1747,Bordeaux,4308176.787519478,imports_no_colonial_trade,4803878.550339254,4803878.550339254
1748,Bordeaux,7551486.945431388,imports_no_colonial_trade,4805310.184052623,4805310.184052623
1749,Bordeaux,9133178.464691391,imports_no_colonial_trade,,
1750,Bordeaux,6657946.292139999,imports_no_colonial_trade,,
1751,Bordeaux,13424575.72092378,imports_no_colonial_trade,,
1752,Bordeaux,13354018.715268672,imports_no_colonial_trade,,
1753,Bordeaux,7556773.581722399,imports_no_colonial_trade,,
1754,Bordeaux,7019825.9249848155,imports_no_colonial_trade,,
1755,Bordeaux,6857881.781334651,imports_no_colonial_trade,,
1756,Bordeaux,4559376.2821994545,imports_no_colonial_trade,7985541.628676392,7247791.0025728345
1757,Bordeaux,4885237.291966479,imports_no_colonial_trade,8137818.194896179,6911980.787954241
1758,Bordeaux,4173378.472204252,imports_no_colonial_trade,8292998.528161259,6591729.589896899
1759,Bordeaux,6893900.522418795,imports_no_colonial_trade,8451138.000504594,6286316.516105832
