year,partner,value,serie
1765,Amériques,147360.003684,exports huile
1766,Amériques,146950.0,exports huile
1767,Amériques,240000.006,exports huile
1768,Amériques,18000.00045,exports huile
1769,Amériques,126680.003167,exports huile
1770,Amériques,67080.00167700001,exports huile
1772,Amériques,229560.005739,exports huile
1773,Amériques,192760.004819,exports huile
1774,Amériques,259840.006496,exports huile
1775,Amériques,263760.006594,exports huile
1776,Amériques,199360.004984,exports huile
1777,Amériques,462480.011562,exports huile
1778,Amériques,332850.0,exports huile
1779,Amériques,213880.005347,exports huile
1780,Amériques,354450.0,exports huile
1789,Amériques,857308.0,exports huile
1750,Amériques,123760.0,exports huile
1728,Espagne,100.0,exports huile
1736,Espagne,280.0,exports huile
1739,Espagne,16901.50002925,exports huile
1740,Espagne,23891.60000622,exports huile
1741,Espagne,34372.50000025,exports huile
1743,Espagne,6701.5,exports huile
1744,Espagne,3018.15000438,exports huile
1745,Espagne,50564.09995194,exports huile
1746,Espagne,1333.200002,exports huile
1747,Espagne,1994.50003405,exports huile
1749,Espagne,24897.800628369998,exports huile
1751,Espagne,51912.50130516,exports huile
1752,Espagne,39414.80099337,exports huile
1755,Espagne,7644.80020527,exports huile
1756,Espagne,5793.600150190001,exports huile
1759,Espagne,22673.700550780002,exports huile
1760,Espagne,45546.40115291,exports huile
1761,Espagne,59328.30148807,exports huile
1762,Espagne,13298.30033801,exports huile
1763,Espagne,7747.300195580001,exports huile
1764,Espagne,11141.20027878,exports huile
1765,Espagne,16543.80041422,exports huile
1766,Espagne,16094.0004031,exports huile
1768,Espagne,67872.0017018,exports huile
1769,Espagne,129008.70323038999,exports huile
1770,Espagne,8806.40022348,exports huile
1772,Espagne,738300.41842468,exports huile
1773,Espagne,52610.201287630014,exports huile
1774,Espagne,6242.000157799999,exports huile
1775,Espagne,6845.90015896,exports huile
1776,Espagne,10152.0002538,exports huile
1777,Espagne,8204.000205100001,exports huile
1778,Espagne,16031.0,exports huile
1779,Espagne,5214.0001116,exports huile
1780,Espagne,8577.75,exports huile
1789,Espagne,40338.0,exports huile
1750,Espagne,12285.2,exports huile
1733,Suisse,1560.0,exports huile
1735,Suisse,517.5000172499999,exports huile
1736,Suisse,23964.0007988,exports huile
1737,Suisse,2394.0000798,exports huile
1738,Suisse,3130.50010435,exports huile
1739,Suisse,1944.0000648,exports huile
1740,Suisse,9873.0003291,exports huile
1741,Suisse,22023.90073413,exports huile
1743,Suisse,9007.20022518,exports huile
1744,Suisse,9682.00024205,exports huile
1745,Suisse,11883.20029708,exports huile
1746,Suisse,5004.60016682,exports huile
1747,Suisse,20392.0005098,exports huile
1749,Suisse,23388.0005847,exports huile
1751,Suisse,19540.40048851,exports huile
1752,Suisse,9620.80024052,exports huile
1755,Suisse,4660.80011652,exports huile
1756,Suisse,23664.0005916,exports huile
1759,Suisse,23250.2505776,exports huile
1760,Suisse,435.0000145,exports huile
1761,Suisse,490.50001635,exports huile
1762,Suisse,168.0000042,exports huile
1763,Suisse,448.0000112,exports huile
1765,Suisse,954.00002385,exports huile
1766,Suisse,298.00000745,exports huile
1775,Suisse,276.0000069,exports huile
1777,Suisse,480.000012,exports huile
1750,Suisse,13277.2,exports huile
1739,Nord,886.50002955,exports huile
1740,Nord,13040.5,exports huile
1741,Nord,18840.0,exports huile
1743,Nord,24600.0,exports huile
1744,Nord,24750.0,exports huile
1745,Nord,14184.0,exports huile
1746,Nord,13176.0,exports huile
1747,Nord,25460.0,exports huile
1749,Nord,20101.20067004,exports huile
1752,Nord,26694.80066737,exports huile
1755,Nord,117903.20294758,exports huile
1756,Nord,780202.4195050601,exports huile
1759,Nord,53808.0013452,exports huile
1760,Nord,35609.60089024,exports huile
1761,Nord,75412.00188530001,exports huile
1762,Nord,35092.0008773,exports huile
1763,Nord,41133.60102834,exports huile
1764,Nord,36229.60090574,exports huile
1765,Nord,69246.80173117001,exports huile
1766,Nord,30325.50075935,exports huile
1767,Nord,79309.20198273,exports huile
1768,Nord,69206.00173014999,exports huile
1769,Nord,50712.00126780001,exports huile
1770,Nord,56896.001422400004,exports huile
1772,Nord,384106.00960265,exports huile
1773,Nord,62324.001558100004,exports huile
1774,Nord,500122.01250305,exports huile
1775,Nord,54408.40136021,exports huile
1776,Nord,45908.0011477,exports huile
1777,Nord,21487.60053719,exports huile
1778,Nord,347011.0,exports huile
1779,Nord,44912.20078353,exports huile
1780,Nord,167874.0,exports huile
1789,Nord,199698.0,exports huile
1750,Nord,27110.0,exports huile
1740,Angleterre,9010.0,exports huile
1741,Angleterre,40740.0,exports huile
1743,Angleterre,63948.0000001,exports huile
1749,Angleterre,22560.000564,exports huile
1751,Angleterre,1080.000031,exports huile
1755,Angleterre,1040.000026,exports huile
1760,Angleterre,200.000005,exports huile
1761,Angleterre,160.000004,exports huile
1763,Angleterre,10885.000272750001,exports huile
1764,Angleterre,23751.20059378,exports huile
1765,Angleterre,523.6000130900001,exports huile
1766,Angleterre,5377.750136475001,exports huile
1767,Angleterre,1282.80003282,exports huile
1768,Angleterre,15850.40039626,exports huile
1769,Angleterre,32406.00081015,exports huile
1770,Angleterre,12880.000322,exports huile
1772,Angleterre,874.80002187,exports huile
1773,Angleterre,474.500007,exports huile
1774,Angleterre,4432.000110800001,exports huile
1775,Angleterre,4380.0001095,exports huile
1776,Angleterre,12026.40030066,exports huile
1778,Angleterre,2360.000059,exports huile
1789,Angleterre,8466.0,exports huile
1750,Angleterre,240.0,exports huile
1740,Portugal,5400.0,exports huile
1741,Portugal,540.0,exports huile
1743,Portugal,7480.0,exports huile
1749,Portugal,480.000012,exports huile
1751,Portugal,370.00000925,exports huile
1756,Portugal,2091.20005228,exports huile
1760,Portugal,200.000005,exports huile
1761,Portugal,1028.0000264,exports huile
1763,Portugal,328.20001094,exports huile
1764,Portugal,2065.00002875,exports huile
1766,Portugal,264.0000066,exports huile
1767,Portugal,570.00001425,exports huile
1773,Portugal,451.50001505,exports huile
1780,Portugal,737.25,exports huile
1750,Portugal,48.0,exports huile
1740,Levant et Barbarie,2877.0000064,exports huile
1741,Levant et Barbarie,2760.0000019999998,exports huile
1743,Levant et Barbarie,11760.0,exports huile
1744,Levant et Barbarie,22917.80000107,exports huile
1745,Levant et Barbarie,648.0,exports huile
1746,Levant et Barbarie,1764.0,exports huile
1747,Levant et Barbarie,2640.0000122300003,exports huile
1749,Levant et Barbarie,960.80002402,exports huile
1751,Levant et Barbarie,3286.80008217,exports huile
1752,Levant et Barbarie,430.80001077,exports huile
1755,Levant et Barbarie,1721.60004304,exports huile
1756,Levant et Barbarie,3678.10009129,exports huile
1759,Levant et Barbarie,2317.0000509,exports huile
1760,Levant et Barbarie,1459.60003649,exports huile
1761,Levant et Barbarie,5372.0001343,exports huile
1762,Levant et Barbarie,2440.000073,exports huile
1763,Levant et Barbarie,5865.30019551,exports huile
1764,Levant et Barbarie,6310.40015776,exports huile
1765,Levant et Barbarie,167437.0004778,exports huile
1766,Levant et Barbarie,74246.00185490001,exports huile
1767,Levant et Barbarie,8650.40019126,exports huile
1768,Levant et Barbarie,5212.80013032,exports huile
1769,Levant et Barbarie,4931.00011965,exports huile
1770,Levant et Barbarie,6252.000156300001,exports huile
1772,Levant et Barbarie,15188.0003797,exports huile
1773,Levant et Barbarie,29219.10073437,exports huile
1774,Levant et Barbarie,208166.0051959,exports huile
1775,Levant et Barbarie,15556.0003889,exports huile
1776,Levant et Barbarie,4862.000121550001,exports huile
1777,Levant et Barbarie,1584.0000396,exports huile
1778,Levant et Barbarie,4525.0,exports huile
1779,Levant et Barbarie,8498.400212460001,exports huile
1780,Levant et Barbarie,6832.5,exports huile
1789,Levant et Barbarie,14442.0,exports huile
1750,Levant et Barbarie,11611.60000279,exports huile
1767,????,11018.0002507,exports huile
1773,Asie,1320.000033,exports huile
1775,Asie,440.000011,exports huile
1776,Asie,38720.000968,exports huile
1777,Asie,1080.000027,exports huile
1778,Asie,6400.0,exports huile
1780,Asie,2775.0,exports huile
1780,Flandre et autres états de l'Empereur,1762.5,exports huile
1789,Flandre et autres états de l'Empereur,26228.0,exports huile
1789,États-Unis d'Amérique,3735.0,exports huile
